"ID","ComparativeUndersampling","WMDiff","SDDiff","WMCov","SDCov","NAME"
"FRJ1",35.5470605866336,96.7880389547182,35.6403906176264,0.799315218938739,0.100411505399733,"Languedoc-Roussillon"
"FRJ2",40.6573241864912,74.1633561757876,52.7586592831299,0.758391766503009,0.0958216290400958,"Midi-Pyrénées"
"FRK1",43.1712626955498,65.0586904286936,27.8969257903908,0.692511158657452,0.145364522616951,"Auvergne"
"FRK2",34.3759687094141,102.877530827449,63.7836582641303,0.759557844573353,0.0928782219655394,"Rhône-Alpes"
"FRL0",28.4668420750765,139.968108540535,45.6760762024153,0.833578069019882,0.107877135365804,"Provence-Alpes-Côte d’Azur"
"FRM0",42.036781005869,69.0201283985601,30.6028146456027,0.801861611161355,0.136915032001203,"Corse"
"FRO",74.7734137153801,12.5380131601091,13.4790557356776,1,0,"Faroe Islands"
"HR02",59.8173017830987,27.3305036276727,16.104477103914,0.734310662061455,0.160064556611263,"Panonska Hrvatska"
"HR03",48.8251872921595,48.4586522116241,34.2316029211041,0.615624500811391,0.266202407906839,"Jadranska Hrvatska"
"HR05",44.7327229892263,59.9754378868167,6.53826569917526,0.807665765621603,0.0550148471743756,"Grad Zagreb"
"HR06",49.3737078622881,47.0933624849702,17.1411507155178,0.741767370197027,0.115728999847206,"Sjeverna Hrvatska"
"HU11",22.3089258253954,192.915504926326,76.5040400108219,0.818250913368162,0.034902774902245,"Budapest"
"HU12",31.6644238978138,118.488423184269,45.9514015124994,0.842036332230126,0.0598851220236729,"Pest"
"HU21",35.4403160161689,97.327832059127,19.4699870591012,0.829743707670645,0.190580162950114,"Közép-Dunántúl"
"HU22",36.4274247804854,92.4488003139934,54.7485895085642,0.84569060751776,0.0777717942958415,"Nyugat-Dunántúl"
"HU23",41.1150759792081,72.4155130586402,30.0180819139752,0.810564047153522,0.121912965603472,"Dél-Dunántúl"
"HU31",36.7974539269981,90.6835384574126,11.2637968757359,0.866615468870326,0.0652671138202364,"Észak-Magyarország"
"HU32",43.1478928765609,65.137954559366,24.8473945711966,0.801536751340336,0.126536765933616,"Észak-Alföld"
"HU33",40.9270565473655,73.1283905373022,31.7133095665655,0.844342183880201,0.0641131352554737,"Dél-Alföld"
"IC",65.9020160154423,19.905173647893,8.74836128687242,0.861256682550633,0.14811819938589,"Islas Canarias"
"IE04",41.9162271660526,69.4550120154615,35.5215835758126,0.909424581689569,0.0963217983106254,"Northern and Western"
"IE05",37.7834292284673,86.1426713301297,46.6008434539619,0.923764205004367,0.0886692264115601,"Southern"
"IE06",37.8308203765521,85.9302338637077,37.3215493090363,0.944041096470352,0.0569215703628496,"Eastern and Midland"
"IM00",29.6822067167743,131.37976229692,15.3496571948519,0.933410282186044,0.0278208491004563,"Isle of Man"
"ISL",86.9344270899537,6.65358647166885,11.8631658700781,0.905827774775435,0.1812460774253,"Iceland"
"ITC1",47.4524094163955,52.0515678526864,37.4876579403378,0.756294287877284,0.13614344442314,"Piemonte"
"ITC2",40.5515871519227,74.5730552094781,25.5485737295463,0.853029310872672,0.0783358005977888,"Valle d'Aosta/Vallée d'Aoste"
"ITC3",53.1841277677658,38.6135342359199,30.4004285197546,0.646177198091771,0.161006721525863,"Liguria"
"ITC4",40.5844889185086,74.445328838457,59.7631913474328,0.819248410878159,0.116928562223399,"Lombardia"
"ITF1",57.376045504574,31.0375246823263,15.3878127222213,0.616811152318098,0.189784944933099,"Abruzzo"
"ITF2",71.7437492363666,14.6819030231883,6.76913371574769,0.769359157308603,0.16605372028342,"Molise"
"ITF3",49.598703313004,46.5445272386326,39.0714704645571,0.600030810287717,0.298842008028972,"Campania"
"ITF4",64.6410611011616,21.256814615051,16.807026023379,0.536495705192819,0.290184930366037,"Puglia"
"ITF5",77.3520545926946,10.9617681642927,8.9303384956679,0.593353478098321,0.190082022776814,"Basilicata"
"ITF6",65.5193795776251,20.3059851189249,13.9874836925693,0.676240104177331,0.258266330355334,"Calabria"
"ITG1",53.2390603333293,38.5031772829513,16.3959393141129,0.613286444766958,0.287777353150751,"Sicilia"
"ITG2",61.8314254992728,24.6078187243436,16.3474875932454,0.625596480494637,0.243408235097685,"Sardegna"
"ITH1",34.8499431987562,100.368097147647,71.3439910484636,0.831323053957059,0.0915400785443491,"Provincia Autonoma di Bolzano/Bozen"
"ITH2",41.6401380961703,70.4613219386252,29.1212583348472,0.806499913028891,0.0810130866866838,"Provincia Autonoma di Trento"
"ITH3",48.4474038888691,49.4219198392069,26.2910749575534,0.722704772101604,0.17765516013858,"Veneto"
"ITH4",38.0247872503586,85.0661964919236,34.4433449838422,0.744401749665221,0.241255565280545,"Friuli-Venezia Giulia"
"ITH5",53.9041001852649,37.1919031613889,24.3418702738957,0.746591221302519,0.17231746657367,"Emilia-Romagna"
"ITI1",56.9300100869546,31.767257923837,13.4668344172884,0.673479024385058,0.196649088581598,"Toscana"
"ITI2",56.1578580995122,33.0713232263812,15.277939341147,0.784966301157641,0.160945364775017,"Umbria"
"ITI3",59.8071639807277,27.3449433142034,19.9169586824861,0.691990092037883,0.275847158959025,"Marche"
"ITI4",45.7444638813489,56.8958113426938,62.8879713623137,0.623748009424544,0.191658151857193,"Lazio"
"LI00",23.7368223951947,179.084274966956,28.8997831423872,0.965803802110674,0.0097855101553539,"Liechtenstein"
"LT01",38.672292213373,82.2442639903418,34.2131511868687,0.698968454960289,0.250489458847815,"Sostines regionas"
"LT02",49.5018912045655,46.7798942957711,29.8017941818238,0.666903772738459,0.233952029126713,"Vidurio ir vakaru Lietuvos regionas "
"LU00",23.8925999145619,177.636661508747,31.4383103279233,0.975813982425061,0.0113910002707767,"Luxembourg"
"LV00",47.1298984328437,52.9335988465792,43.1962433793325,0.785481102647096,0.196716665346824,"Latvija"
"ME00",61.6358357534472,24.8598680495097,16.5286372304337,0.632693617450086,0.191030824819742,"Montenegro"
"MK00",49.4078184113281,47.0097417157683,23.9578816639175,0.67244021041209,0.207505500887258,"North Macedonia"
"MLT",78.3968506964443,10.3810079702393,1.25394140870482,0.857688339700654,0.0514302504816773,"Malta"
"NL11",33.276640266025,108.942051452318,18.5524926427139,0.972133686150715,0.0323939624231811,"Groningen"
"NL12",35.5243199971885,96.9027835723398,32.2065811599847,0.968701198645884,0.0606583307634753,"Friesland (NL)"
"NL13",28.0607953981104,142.960777406511,18.5476930864802,0.985609837949026,0.0105447153583998,"Drenthe"
"NL21",27.090143543165,150.37661097399,30.6571932528021,0.986171234872224,0.00494939647110097,"Overijssel"
"NL22",23.4436423472968,181.840817233409,34.3530940492369,0.989794099647609,0.00521370652727722,"Gelderland"
"NL23",32.7768688123376,111.816040797276,29.0774891640546,0.97593938931498,0.0127534905839529,"Flevoland"
"NL31",22.5434723271002,190.572372641184,41.346144968707,0.993783392206942,0.00196089884384747,"Utrecht"
"NL32",33.1132982727126,109.873147165154,47.3388535228963,0.981533002360898,0.0200956728783528,"Noord-Holland"
"NL33",22.7099841745793,188.926204545844,48.1132088625747,0.989543780924785,0.0159225503385143,"Zuid-Holland"
"NL34",32.5717559336262,113.017395652636,31.2606182908765,0.976635534235514,0.0177504159945725,"Zeeland"
